age,gender,income,purchase_frequency,purchase_amount,product_category,satisfaction_score,Cluster
29,Male,18935,0,5587,Food,5,1
31,Female,10091,2,3791,Books,6,2
28,Male,15044,2,5665,Electronics,4,2
27,Male,40414,1,14749,Books,5,0
27,Male,15528,2,5230,Books,5,2
33,Female,33522,0,11913,Electronics,5,3
42,Female,45717,2,14019,Health,6,0
27,Male,38114,0,8457,Electronics,4,3
22,Male,14225,2,5238,Electronics,5,2
32,Female,47876,1,18093,Clothing,6,0
32,Female,9975,2,3557,Books,4,2
31,Male,23062,0,6582,Electronics,5,1
35,Male,13414,2,4694,Books,3,2
30,Male,26280,1,9905,Electronics,5,1
38,Female,15997,1,6010,Electronics,4,2
31,Female,44376,2,15397,Electronics,6,0
37,Female,31755,1,14847,Health,5,3
33,Female,13664,2,5927,Clothing,5,2
28,Male,38863,2,10572,Clothing,4,0
27,Female,38796,2,15531,Clothing,4,3
30,Male,32726,2,12330,Health,6,3
34,Female,22971,2,5021,Food,6,1
29,Male,9705,2,3016,Books,4,2
29,Female,32280,2,9703,Food,3,3
28,Male,11814,0,4044,Food,5,2
30,Male,15399,1,6175,Home,4,2
26,Female,27180,2,9290,Health,4,1
20,Male,11887,2,4166,Health,6,2
34,Male,16510,1,4182,Books,5,1
19,Female,33031,1,10949,Food,5,3
29,Female,40060,2,11104,Electronics,6,0
31,Male,47608,2,11728,Food,5,0
25,Female,43233,2,14733,Home,4,0
22,Male,17364,2,6997,Beauty,5,1
31,Male,42804,2,11751,Clothing,5,0
39,Female,22189,1,8385,Health,5,1
25,Female,13374,0,5381,Books,6,2
28,Female,49165,0,18200,Clothing,5,0
35,Female,18276,1,5538,Health,7,1
36,Male,10359,2,3630,Home,3,2
28,Female,33995,0,13318,Electronics,3,3
22,Male,25008,0,8752,Clothing,5,1
32,Female,23936,1,7598,Electronics,5,1
29,Male,12457,2,3333,Food,4,2
37,Female,18680,2,7086,Clothing,3,1
31,Female,6758,0,2731,Books,6,2
29,Female,48683,2,17647,Health,5,0
27,Female,38242,0,13658,Food,6,3
33,Male,42693,1,14240,Clothing,4,0
30,Female,23783,2,6567,Books,4,1
26,Female,32284,1,11713,Clothing,5,3
32,Female,40394,0,14870,Electronics,4,0
34,Female,26404,1,8764,Books,5,1
30,Male,6955,2,2349,Clothing,5,2
28,Female,30942,2,13373,Food,4,3
28,Female,18345,0,6208,Food,5,1
31,Female,43631,2,12534,Clothing,6,0
32,Male,11317,1,3943,Home,5,2
30,Female,39294,2,14642,Home,5,0
29,Male,19687,2,6551,Food,5,1
36,Male,48357,1,17318,Electronics,5,0
33,Female,49483,1,16189,Books,6,0
27,Male,23619,2,9920,Clothing,5,1
31,Male,34023,1,11821,Electronics,6,3
28,Female,9902,2,3685,Home,5,2
31,Female,45236,1,15324,Electronics,5,0
35,Male,12078,2,4617,Electronics,5,2
28,Female,25120,2,9734,Food,6,1
30,Male,37065,1,13664,Books,8,3
30,Female,20875,2,5798,Food,7,1
32,Female,41485,2,12632,Electronics,4,0
31,Female,7012,1,2885,Clothing,3,2
27,Male,44301,0,13106,Electronics,4,0
31,Female,13640,2,3623,Electronics,6,2
23,Female,32212,2,11977,Books,3,3
27,Female,14239,1,6211,Clothing,7,2
33,Female,24510,2,9150,Food,4,1
22,Female,27116,1,9852,Beauty,5,1
38,Female,5641,1,1795,Food,6,2
35,Female,15326,1,5056,Clothing,6,2
31,Female,11591,2,4895,Food,6,2
33,Female,22864,1,7135,Electronics,6,1
26,Male,6231,1,2239,Electronics,6,2
31,Female,16602,1,4799,Clothing,4,1
32,Female,24837,2,6947,Electronics,5,1
32,Female,46548,1,12176,Electronics,6,0
43,Male,32824,1,10443,Food,5,3
41,Male,17460,1,7310,Health,5,1
31,Female,41394,2,13849,Food,6,0
31,Female,48854,2,14686,Clothing,5,0
28,Male,44635,1,9348,Electronics,6,0
31,Female,15725,0,5822,Clothing,4,2
23,Female,40586,1,11747,Electronics,4,0
32,Female,42738,2,16071,Food,5,0
36,Female,26737,1,7111,Food,6,1
31,Female,16850,2,5771,Clothing,5,1
32,Male,33300,1,7506,Health,5,3
22,Male,25693,2,9545,Electronics,4,1
22,Female,8629,2,2941,Beauty,7,2
25,Male,47685,0,19610,Electronics,5,0
25,Female,38041,1,10066,Home,4,3
31,Female,5274,2,1620,Electronics,5,2
27,Female,40903,2,12626,Books,5,0
29,Female,40713,2,15095,Electronics,5,0
29,Male,49715,2,15793,Food,7,0
32,Male,33404,0,13653,Health,6,3
28,Female,37333,1,13551,Clothing,4,3
22,Male,34751,1,14659,Food,6,3
35,Female,9649,1,3844,Home,5,2
36,Male,44259,1,16450,Health,5,0
31,Female,26068,2,11217,Electronics,4,1
36,Male,17021,0,6764,Health,5,1
31,Male,11741,1,4262,Health,4,2
27,Female,30818,2,9960,Electronics,6,3
37,Female,15073,0,4258,Electronics,5,2
31,Male,28842,1,11191,Health,5,3
21,Female,17602,2,4812,Electronics,3,1
26,Male,29077,2,9422,Electronics,5,3
34,Male,18210,2,5836,Electronics,5,1
32,Male,14133,1,6037,Books,5,2
36,Male,39994,2,13011,Electronics,6,0
21,Female,40537,2,16503,Health,6,0
32,Female,22762,2,9061,Electronics,4,1
37,Male,32922,2,10955,Clothing,4,3
32,Female,47209,1,20257,Health,6,0
32,Male,12761,2,4687,Electronics,6,2
24,Female,49039,2,17869,Clothing,4,0
23,Male,13557,2,5487,Electronics,4,2
30,Male,43741,2,14495,Books,4,0
40,Male,19210,0,4724,Health,7,1
32,Female,36598,0,11952,Home,5,3
27,Female,30739,1,9880,Beauty,4,3
28,Male,45735,1,15361,Books,7,0
27,Male,26028,2,9411,Electronics,4,1
36,Male,44070,1,19056,Clothing,6,0
26,Female,22021,0,5706,Electronics,5,1
35,Male,25460,2,8393,Electronics,4,1
31,Female,49017,2,16853,Electronics,5,0
33,Male,6016,1,2514,Clothing,4,2
35,Male,23469,0,8898,Books,6,1
30,Female,20000,2,7971,Electronics,4,1
35,Male,10649,2,3296,Home,3,2
26,Male,15870,2,5689,Home,5,2
31,Female,17289,2,6149,Electronics,5,1
30,Male,47786,2,19182,Books,4,0
33,Male,16778,0,4981,Electronics,4,1
34,Female,37204,1,14332,Electronics,6,3
21,Female,7356,2,2709,Books,5,2
29,Male,47357,2,17980,Electronics,5,0
35,Male,39779,1,10998,Beauty,3,0
29,Female,34783,0,11676,Electronics,5,3
39,Male,18642,1,5664,Home,3,1
30,Female,25137,2,8288,Food,5,1
32,Female,32137,1,12308,Clothing,6,3
32,Male,22027,1,7891,Books,6,1
25,Male,31387,2,8798,Electronics,4,3
31,Male,24655,1,7770,Electronics,4,1
29,Male,26602,0,11608,Electronics,8,1
23,Male,5241,2,1471,Clothing,5,2
31,Female,33316,0,9675,Food,4,3
28,Female,22963,2,8782,Food,3,1
36,Male,25863,1,8517,Books,6,1
33,Female,25723,2,8814,Electronics,5,1
24,Male,43890,2,13421,Electronics,6,0
28,Male,22798,1,8265,Electronics,3,1
27,Male,6093,2,2073,Clothing,4,2
33,Female,32254,1,12111,Clothing,6,3
36,Male,9255,2,3510,Clothing,4,2
21,Female,7790,1,3164,Electronics,4,2
32,Female,8170,0,2589,Books,5,2
33,Female,33641,1,7043,Books,4,3
32,Male,10078,1,3960,Electronics,6,2
40,Male,23909,2,7802,Home,7,1
33,Male,18224,0,7307,Food,5,1
23,Female,21541,2,5888,Electronics,5,1
31,Male,22929,1,6584,Books,4,1
33,Male,46651,2,14789,Electronics,4,0
31,Male,25144,2,8098,Electronics,3,1
35,Female,15368,1,5578,Food,5,2
27,Female,39667,1,12688,Clothing,7,0
28,Female,42450,0,13883,Electronics,4,0
30,Male,40783,2,12261,Electronics,5,0
31,Male,25711,0,9141,Food,6,1
33,Female,5943,2,1724,Health,7,2
37,Male,41977,2,15396,Electronics,5,0
29,Female,16199,1,5077,Clothing,4,2
26,Male,38137,1,11740,Food,6,3
27,Male,6893,2,2416,Electronics,5,2
36,Male,33823,1,11863,Electronics,3,3
28,Male,36628,2,14853,Books,6,3
25,Female,18865,2,8479,Electronics,5,1
30,Female,40333,2,14158,Electronics,7,0
30,Female,15511,2,6054,Electronics,5,2
30,Female,40962,2,13963,Electronics,6,0
31,Male,32948,1,14083,Home,6,3
33,Female,6429,0,2123,Books,5,2
30,Female,29514,0,11604,Beauty,5,3
35,Female,41691,1,12608,Electronics,5,0
25,Male,42655,2,15712,Beauty,7,0
30,Female,41038,1,14351,Food,6,0
32,Male,47812,0,15391,Clothing,3,0
35,Female,44347,1,15593,Food,4,0
31,Female,40197,0,13636,Electronics,5,0
28,Male,45177,1,15014,Electronics,5,0
35,Female,22137,0,8616,Clothing,7,1
29,Male,19361,0,6475,Electronics,4,1
31,Male,5876,2,1907,Electronics,4,2
37,Female,16285,1,6858,Clothing,5,1
29,Female,40548,2,13374,Food,4,0
36,Male,34542,2,11580,Beauty,4,3
28,Male,44377,2,16211,Electronics,8,0
26,Female,26479,1,8986,Clothing,4,1
30,Female,47552,2,14006,Books,5,0
29,Male,29258,1,9196,Electronics,4,3
27,Female,45017,0,17786,Electronics,5,0
30,Male,11545,2,3955,Electronics,5,2
28,Female,38162,0,13635,Clothing,8,3
27,Male,45696,2,18248,Electronics,6,0
32,Male,32859,0,10679,Electronics,5,3
36,Male,13060,2,4319,Food,5,2
36,Male,44079,2,13612,Electronics,4,0
27,Male,27287,0,10476,Beauty,4,1
37,Male,19524,0,6488,Clothing,5,1
31,Female,40076,0,14696,Electronics,3,0
24,Female,30514,0,8893,Home,4,3
33,Male,37933,2,16923,Electronics,4,3
34,Female,46418,1,14320,Home,7,0
24,Female,47753,0,16349,Books,5,0
32,Male,18404,2,6226,Beauty,5,1
35,Female,8089,2,2860,Health,6,2
44,Male,20565,2,8705,Clothing,6,1
28,Male,8308,1,2754,Books,4,2
30,Female,19168,2,6189,Beauty,5,1
25,Female,45745,2,16537,Clothing,5,0
30,Female,30124,2,11205,Beauty,6,3
27,Male,5230,2,2047,Books,4,2
33,Female,48205,0,18517,Clothing,5,0
32,Male,40607,0,14307,Health,5,0
24,Female,20639,1,7707,Clothing,5,1
29,Female,27128,2,11936,Electronics,5,1
37,Male,7382,1,2636,Clothing,3,2
33,Male,23822,0,8533,Books,5,1
32,Female,17631,2,5912,Books,6,1
35,Female,22593,1,10801,Food,4,1
31,Female,45442,1,16187,Books,5,0
35,Male,14220,0,5807,Food,5,2
25,Male,34902,2,13291,Electronics,5,3
29,Female,40578,0,14087,Clothing,4,0
35,Female,15284,2,5490,Health,5,2
28,Male,46629,1,14430,Clothing,3,0
29,Female,25281,2,7831,Electronics,5,1
32,Female,19585,0,7688,Home,5,1
29,Female,38956,1,15338,Books,5,0
26,Female,48214,2,21698,Beauty,7,0
36,Male,36492,1,12624,Home,6,3
31,Male,24623,0,10071,Books,6,1
27,Male,9733,0,4129,Health,4,2
38,Female,34157,2,10597,Home,7,3
31,Female,45589,2,15601,Electronics,5,0
32,Female,32602,1,10418,Electronics,5,3
32,Male,38567,2,13690,Electronics,7,3
27,Female,24896,0,8144,Food,4,1
28,Male,28962,2,10742,Food,4,3
33,Female,30974,2,13843,Electronics,1,3
32,Male,7244,1,2975,Electronics,5,2
30,Male,20695,2,7771,Clothing,5,1
24,Male,16729,1,5493,Clothing,7,1
36,Male,39968,1,11449,Beauty,4,0
26,Female,9947,2,3761,Electronics,5,2
33,Male,41318,1,13055,Clothing,5,0
26,Female,12669,0,4379,Books,5,2
42,Male,28743,2,9306,Clothing,4,3
34,Male,33169,0,14717,Electronics,5,3
31,Male,20461,0,6994,Beauty,4,1
36,Female,49362,2,18822,Beauty,4,0
27,Female,22604,2,8174,Clothing,3,1
27,Female,32144,1,12226,Books,7,3
31,Female,31041,2,10441,Health,4,3
23,Female,10355,0,4302,Electronics,5,2
29,Male,42559,0,14441,Clothing,5,0
26,Male,12762,0,3946,Books,5,2
31,Male,29787,1,9184,Books,3,3
25,Male,18591,1,5461,Electronics,6,1
37,Male,13585,1,3416,Books,5,2
32,Male,18463,0,6103,Electronics,5,1
31,Male,8319,1,3448,Food,5,2
36,Male,34694,1,12059,Clothing,4,3
23,Male,12811,0,4634,Electronics,4,2
27,Male,49602,1,14757,Health,5,0
38,Male,18403,0,6981,Books,6,1
23,Female,47678,2,14965,Beauty,3,0
30,Male,41188,1,15021,Electronics,5,0
35,Female,9738,1,4222,Home,4,2
27,Female,17171,1,5366,Electronics,7,1
22,Female,22402,1,7324,Clothing,4,1
36,Female,23922,0,6970,Home,4,1
34,Female,8761,2,2904,Books,7,2
27,Female,24499,1,9368,Clothing,7,1
21,Female,29872,2,10454,Electronics,5,3
27,Female,7831,0,2678,Clothing,5,2
34,Male,6779,0,2152,Books,5,2
28,Female,16043,0,6698,Clothing,5,2
26,Female,25965,0,9009,Health,4,1
36,Female,33078,2,11015,Electronics,6,3
32,Male,20748,1,8415,Health,3,1
32,Female,20539,1,5802,Clothing,5,1
38,Female,30491,2,10053,Books,5,3
27,Male,19089,0,6685,Health,3,1
32,Male,41221,1,13809,Health,3,0
25,Male,15066,0,5083,Health,5,2
25,Male,46957,0,15810,Books,5,0
29,Male,38663,1,14741,Clothing,4,3
39,Female,39955,2,14684,Electronics,5,0
37,Female,44992,1,14522,Food,5,0
42,Female,22364,1,7600,Books,5,1
37,Female,40603,0,13521,Health,8,0
34,Female,17647,2,5547,Health,6,1
32,Female,29402,2,10437,Electronics,3,3
33,Male,19184,0,6501,Clothing,5,1
30,Female,21704,1,7517,Books,6,1
32,Female,45980,1,17314,Books,4,0
24,Female,45291,2,12842,Clothing,5,0
30,Female,8440,0,3166,Clothing,4,2
32,Male,26872,2,9937,Clothing,4,1
33,Female,21031,2,7422,Electronics,3,1
32,Female,23622,2,7375,Books,6,1
31,Female,46236,0,18517,Food,5,0
26,Male,6278,0,2510,Electronics,3,2
30,Male,8529,0,3549,Electronics,5,2
32,Male,6815,2,1708,Electronics,6,2
24,Male,49440,2,17429,Books,6,0
36,Female,28957,0,11682,Electronics,5,3
36,Female,25971,1,12602,Books,4,1
35,Male,7846,2,2570,Electronics,6,2
28,Female,46308,1,17412,Food,4,0
31,Male,47375,0,21090,Home,4,0
32,Male,25725,1,11250,Clothing,6,1
27,Male,49555,1,16643,Clothing,5,0
33,Male,14280,2,5150,Electronics,5,2
22,Male,46637,2,10599,Food,5,0
23,Male,14288,2,4457,Electronics,4,2
28,Male,48130,2,18627,Food,6,0
36,Male,18637,1,8002,Home,6,1
32,Male,31516,2,10740,Books,3,3
37,Female,21120,2,6518,Clothing,6,1
29,Male,25357,2,8357,Electronics,5,1
30,Male,6202,2,2268,Beauty,5,2
25,Female,28705,2,9631,Electronics,4,3
26,Male,26598,2,9775,Electronics,5,1
34,Female,25954,0,7101,Electronics,6,1
33,Female,29946,2,11551,Books,6,3
28,Female,7278,2,2978,Food,5,2
24,Female,22338,0,7199,Food,5,1
29,Male,6389,2,1930,Food,5,2
30,Male,8619,2,3209,Books,5,2
35,Male,41462,2,13406,Beauty,6,0
31,Female,12632,2,5131,Books,5,2
32,Female,41059,1,15653,Electronics,4,0
38,Male,44469,2,17789,Electronics,6,0
30,Female,20963,0,5284,Electronics,5,1
26,Male,25791,1,8042,Clothing,5,1
25,Female,38047,2,15573,Food,6,3
28,Male,25001,2,9400,Food,5,1
32,Female,23919,1,8297,Home,6,1
29,Female,26317,2,9733,Electronics,4,1
29,Female,42739,0,11589,Electronics,5,0
32,Female,5937,2,1894,Health,5,2
31,Male,30471,1,10101,Books,4,3
28,Female,14143,2,3579,Books,5,2
26,Male,40873,2,13234,Electronics,4,0
26,Female,22091,0,8047,Beauty,3,1
29,Male,35340,0,10284,Electronics,5,3
29,Female,33519,1,11803,Books,5,3
24,Female,14728,0,5188,Electronics,6,2
30,Male,39993,2,11181,Books,4,0
25,Male,36739,2,13924,Health,5,3
27,Male,41997,0,14355,Health,5,0
37,Male,42813,0,13194,Beauty,6,0
34,Female,20462,0,6677,Food,4,1
24,Female,41063,0,18658,Electronics,4,0
27,Female,10852,1,3587,Food,7,2
23,Female,26017,1,8402,Electronics,4,1
36,Female,12668,1,3763,Electronics,6,2
33,Male,30201,2,10682,Clothing,5,3
31,Female,39864,0,15959,Clothing,5,0
35,Male,23466,2,8572,Food,5,1
25,Male,27375,2,8425,Clothing,4,1
35,Female,28605,2,10657,Electronics,4,3
27,Female,24979,2,8318,Food,7,1
30,Female,36724,2,6877,Clothing,6,3
35,Female,40976,2,15183,Books,6,0
32,Female,8688,1,3509,Clothing,4,2
26,Female,36113,1,14724,Electronics,5,3
23,Female,38720,2,16919,Electronics,6,3
27,Male,9619,1,3481,Food,4,2
26,Male,21454,0,6816,Food,4,1
28,Female,7092,0,2406,Electronics,5,2
36,Male,46148,0,17064,Clothing,7,0
34,Female,44020,2,16214,Clothing,6,0
27,Female,38934,0,14691,Food,5,0
28,Female,42478,0,16448,Health,5,0
31,Male,38338,0,13650,Beauty,6,3
33,Male,25037,2,7530,Electronics,4,1
27,Female,38097,2,12406,Electronics,6,3
27,Female,15190,1,6429,Clothing,5,2
36,Male,31436,0,12866,Clothing,3,3
38,Male,19300,2,8757,Clothing,5,1
43,Male,30023,2,10341,Home,7,3
29,Male,27044,0,12105,Clothing,5,1
23,Female,36266,2,13036,Electronics,5,3
38,Male,36691,2,12433,Food,4,3
34,Female,12758,2,4159,Electronics,7,2
23,Female,32294,1,11917,Health,6,3
40,Male,6449,1,2296,Electronics,5,2
24,Male,14634,0,3955,Books,4,2
32,Female,26934,2,8813,Clothing,5,1
31,Male,31679,1,11660,Health,5,3
30,Male,6211,2,2194,Books,4,2
32,Female,16719,2,5763,Home,5,1
32,Female,13794,2,5039,Beauty,4,2
37,Female,31443,2,8387,Books,4,3
39,Male,27153,1,8731,Electronics,3,1
24,Female,22080,2,9240,Electronics,5,1
35,Male,46308,2,15653,Electronics,5,0
32,Male,23732,1,10080,Books,5,1
29,Female,7447,2,2566,Clothing,6,2
21,Male,21065,1,8960,Books,5,1
28,Female,28724,0,9431,Clothing,4,3
27,Female,35574,2,14220,Clothing,7,3
29,Male,14353,2,3798,Electronics,4,2
25,Male,20890,2,5717,Electronics,6,1
27,Male,11871,1,4140,Electronics,4,2
24,Male,49225,1,17787,Books,5,0
34,Female,28005,2,11573,Electronics,5,3
29,Female,44643,0,15313,Books,4,0
27,Female,6981,2,2454,Health,5,2
30,Female,10980,0,3432,Electronics,6,2
32,Female,18951,2,5764,Food,4,1
26,Female,49973,2,18557,Clothing,5,0
39,Male,28794,1,8561,Beauty,5,3
32,Female,37252,1,11715,Electronics,5,3
35,Female,25991,2,7387,Health,4,1
29,Male,28243,0,7663,Electronics,5,3
28,Male,24215,0,8433,Clothing,5,1
34,Female,9693,2,3486,Clothing,4,2
26,Female,19928,1,6586,Clothing,6,1
31,Male,18262,2,6540,Clothing,6,1
21,Female,32195,2,14256,Clothing,6,3
33,Male,37954,1,16971,Electronics,4,3
30,Female,43740,1,13187,Electronics,6,0
32,Male,15586,0,4789,Electronics,4,2
39,Female,38495,1,14268,Clothing,3,3
33,Female,27822,1,9291,Books,7,3
29,Female,46800,0,19766,Clothing,5,0
31,Female,47370,2,20793,Beauty,6,0
28,Male,26396,2,10889,Food,5,1
31,Female,5342,2,2209,Electronics,6,2
33,Female,5790,0,2051,Books,6,2
32,Male,45317,2,18762,Clothing,6,0
24,Male,35098,1,9391,Health,5,3
30,Male,20978,1,6353,Electronics,6,1
20,Male,42209,2,16777,Beauty,6,0
32,Female,31201,2,14383,Electronics,5,3
31,Female,45737,0,14802,Clothing,5,0
35,Female,25646,1,8531,Clothing,5,1
32,Male,44408,2,17269,Electronics,5,0
29,Female,27145,1,9596,Electronics,5,1
27,Male,48010,2,18450,Books,6,0
32,Female,22637,0,8334,Electronics,4,1
34,Male,5491,1,2011,Books,6,2
34,Female,5851,2,2288,Books,4,2
35,Male,18412,2,6031,Electronics,6,1
34,Male,39321,0,12117,Food,5,0
30,Female,12797,1,4037,Electronics,6,2
30,Male,48223,0,12337,Beauty,5,0
32,Male,42786,2,14623,Clothing,4,0
29,Female,7577,1,2591,Home,4,2
29,Male,9426,0,3658,Health,6,2
35,Female,48434,2,18563,Electronics,6,0
39,Female,43931,2,15423,Electronics,6,0
32,Male,33965,2,12118,Electronics,5,3
33,Female,44847,2,16376,Electronics,3,0
28,Male,48505,2,15434,Clothing,4,0
33,Male,6368,1,1921,Books,3,2
32,Female,6624,2,2840,Electronics,5,2
27,Male,28251,1,11873,Beauty,6,3
33,Male,41176,1,11473,Food,5,0
29,Male,35266,2,10643,Clothing,5,3
32,Female,20185,2,5352,Clothing,6,1
34,Female,12791,0,4095,Home,4,2
33,Female,32375,2,10300,Food,4,3
26,Male,28609,2,10402,Health,5,3
25,Female,5244,2,1745,Books,5,2
32,Male,30930,2,12529,Clothing,4,3
23,Male,27932,2,10234,Health,5,3
31,Male,43457,1,18515,Clothing,4,0
31,Female,27977,1,9945,Clothing,6,3
29,Female,31596,1,12336,Books,6,3
30,Female,6773,0,2660,Food,5,2
27,Male,19658,1,7027,Clothing,6,1
34,Female,18266,1,5446,Clothing,5,1
32,Male,13348,2,4334,Electronics,4,2
28,Male,21963,0,6886,Home,6,1
26,Male,34006,1,12833,Home,5,3
34,Male,6595,2,1982,Books,6,2
33,Female,30346,1,10110,Books,3,3
38,Male,36823,2,10956,Electronics,4,3
25,Male,38008,0,10538,Beauty,5,3
25,Female,33374,2,10688,Clothing,4,3
32,Male,45071,0,13283,Clothing,4,0
32,Male,28565,2,9133,Clothing,3,3
34,Male,28628,0,10513,Electronics,5,3
27,Female,33253,2,11844,Clothing,5,3
34,Female,19836,1,6138,Food,6,1
31,Female,25384,0,9142,Electronics,4,1
36,Male,29391,2,8250,Food,5,3
29,Female,27130,2,8362,Books,4,1
29,Male,18559,1,6808,Beauty,4,1
30,Male,49041,2,13776,Food,5,0
32,Female,14090,1,4761,Electronics,5,2
29,Male,5945,0,2178,Food,7,2
32,Female,16239,2,5492,Food,7,1
29,Female,47392,2,16332,Electronics,5,0
32,Female,40664,2,15761,Electronics,5,0
37,Female,8946,2,3496,Food,6,2
32,Male,32852,2,11248,Electronics,5,3
33,Female,48810,1,17873,Health,3,0
29,Female,8292,2,3262,Home,5,2
30,Male,24721,1,7805,Books,7,1
31,Female,46211,0,16287,Books,6,0
28,Female,31150,0,10138,Electronics,5,3
25,Male,23525,0,9041,Clothing,6,1
34,Female,45442,2,15199,Books,5,0
21,Female,9633,2,2467,Clothing,6,2
33,Male,29790,2,11644,Electronics,4,3
26,Female,49293,0,19361,Food,5,0
25,Male,20358,2,4805,Beauty,5,1
32,Female,48595,1,13554,Electronics,5,0
30,Female,32624,1,12208,Electronics,5,3
24,Female,48011,0,21873,Clothing,6,0
34,Male,11634,2,3530,Books,6,2
39,Female,24557,2,8649,Health,5,1
32,Female,13577,2,4677,Home,5,2
32,Female,32810,1,11432,Electronics,5,3
29,Male,7280,0,2877,Clothing,4,2
29,Female,42250,2,13955,Health,4,0
28,Female,30363,0,13738,Electronics,6,3
32,Female,7046,2,2111,Food,6,2
27,Male,17715,2,7396,Books,4,1
25,Female,30654,0,8826,Home,5,3
31,Male,33629,2,9653,Health,6,3
25,Male,34659,1,10561,Electronics,4,3
28,Male,47312,1,15244,Electronics,6,0
31,Female,48766,0,15420,Books,4,0
27,Female,26252,2,9418,Home,4,1
25,Male,5107,2,1817,Home,3,2
33,Female,37666,2,13976,Health,6,3
31,Female,25733,2,9190,Books,5,1
36,Male,8459,0,2749,Beauty,6,2
32,Female,46484,2,13646,Food,4,0
21,Female,42660,2,14992,Electronics,3,0
33,Male,28882,0,8982,Food,5,3
31,Female,19305,2,6040,Food,4,1
27,Male,38843,2,8306,Electronics,4,0
27,Female,5562,2,1721,Electronics,5,2
35,Male,9017,1,3624,Clothing,3,2
26,Female,28186,1,10034,Clothing,5,3
25,Female,16703,1,6186,Home,3,1
28,Female,21107,2,9006,Beauty,4,1
31,Male,35150,2,13361,Beauty,6,3
30,Female,31639,1,11425,Home,4,3
31,Female,44169,1,14162,Clothing,6,0
32,Female,35914,2,11483,Books,4,3
27,Male,6882,2,2039,Electronics,5,2
29,Female,32682,1,12654,Electronics,5,3
35,Female,11168,2,4401,Health,5,2
29,Female,7231,1,2884,Food,4,2
32,Female,44830,0,16634,Electronics,6,0
23,Male,33600,2,13542,Clothing,5,3
33,Female,17259,1,5439,Electronics,7,1
36,Female,12774,1,3907,Clothing,5,2
22,Male,29747,0,9200,Electronics,5,3
39,Male,10418,2,3484,Clothing,5,2
27,Female,32783,0,8834,Food,4,3
30,Male,46688,2,19068,Health,6,0
31,Male,15725,0,4221,Food,5,2
39,Male,36463,0,11583,Electronics,5,3
32,Female,35380,2,13298,Clothing,5,3
25,Female,5861,2,1770,Electronics,5,2
28,Male,28933,0,9071,Electronics,6,3
27,Female,39064,0,16794,Electronics,6,0
29,Male,9494,2,3107,Electronics,5,2
24,Male,42950,2,22798,Electronics,5,0
25,Female,16413,2,5832,Clothing,7,1
31,Male,11515,2,4410,Food,5,2
30,Female,6256,0,1845,Food,5,2
33,Female,23658,2,7131,Health,4,1
32,Male,26604,2,7990,Clothing,7,1
40,Female,12493,0,3342,Clothing,3,2
30,Male,11732,1,3461,Electronics,4,2
26,Male,35309,1,11844,Clothing,6,3
26,Female,8909,2,2922,Clothing,5,2
33,Male,36285,2,7830,Electronics,5,3
26,Male,14418,1,4428,Electronics,5,2
28,Male,27235,2,9768,Clothing,6,1
29,Male,46936,1,15435,Electronics,4,0
30,Female,10258,2,3886,Beauty,5,2
38,Male,43827,0,11464,Food,3,0
31,Male,49913,0,17516,Clothing,6,0
25,Male,13956,2,4535,Books,5,2
28,Male,22190,2,7582,Electronics,6,1
33,Male,20156,2,7990,Clothing,5,1
24,Female,37406,0,16439,Health,6,3
30,Female,10389,2,2720,Electronics,4,2
30,Female,33040,2,11204,Clothing,4,3
26,Male,36667,1,13580,Health,6,3
37,Female,21184,1,6592,Electronics,6,1
28,Female,25196,2,8324,Food,6,1
32,Female,12811,0,4496,Electronics,6,2
28,Male,8316,2,2231,Electronics,5,2
26,Male,27641,1,10602,Books,5,3
37,Female,46997,1,16576,Food,6,0
24,Male,30385,1,7475,Electronics,5,3
32,Female,11679,2,3335,Food,5,2
31,Female,21540,2,7718,Electronics,6,1
29,Female,30109,1,11583,Electronics,6,3
35,Male,18707,2,6409,Books,4,1
30,Male,16620,0,6903,Health,4,1
32,Female,9746,1,3413,Clothing,7,2
28,Male,9908,0,2960,Electronics,2,2
27,Female,34229,2,13121,Clothing,5,3
38,Male,12578,0,5489,Clothing,6,2
33,Female,18289,2,6181,Food,5,1
28,Male,32447,1,9361,Electronics,5,3
29,Male,35004,2,11016,Food,6,3
31,Female,5426,1,2008,Electronics,4,2
30,Male,7196,0,2270,Books,5,2
27,Male,39758,2,12002,Food,7,0
36,Male,24767,2,7989,Home,5,1
34,Male,35378,0,10289,Food,4,3
29,Female,38223,2,13977,Health,4,3
34,Female,21676,0,8200,Home,5,1
30,Female,25643,0,9588,Electronics,3,1
37,Female,19167,2,6803,Health,2,1
35,Male,36863,2,8761,Clothing,4,3
29,Male,6070,2,2532,Home,5,2
33,Male,20262,2,7925,Home,4,1
26,Male,36192,0,14279,Electronics,5,3
27,Male,33199,2,8966,Food,5,3
32,Female,36825,1,11647,Electronics,4,3
30,Male,46029,0,17451,Electronics,5,0
29,Female,5580,2,2620,Clothing,4,2
33,Male,13342,2,4982,Books,3,2
29,Female,44563,2,15868,Electronics,6,0
25,Female,23081,2,6811,Electronics,7,1
26,Female,42453,1,13178,Electronics,5,0
32,Female,18199,1,5264,Clothing,5,1
32,Female,48223,2,15954,Home,5,0
27,Male,22920,1,6633,Clothing,4,1
24,Male,41995,1,14443,Health,4,0
